GeoID2,District,Name,County,Total Population,White (NH),Black (NH),Hispanic, Asian and Pacific Islander (NH),Native American (NH),Other (NH),Pres08 Total Vote,Pres08 Dem Vote,Pres08 Rep Vote
48245245 0040,0,245 0040,,4617,4250,13,259,96,0,-1,1698,431,1246
48201201 0590,0,201 0590,,3209,2965,39,123,79,0,3,1671,351,1307
48201201 0500,0,201 0500,,5090,4066,202,567,249,0,6,2176,696,1467
48245245 0092,0,245 0092,,1683,1381,170,84,46,0,2,898,268,626
48245245 0100,0,245 0100,,22,22,0,0,0,0,0,10,2,8
48201201 0760,0,201 0760,,5631,5156,66,185,220,0,4,2894,550,2325
48245245 0028,0,245 0028,,1210,410,757,23,18,0,2,540,390,147
48453453 0341,0,453 0341,,3890,3310,43,311,225,0,1,2081,1166,875
48339339 0062,0,339 0062,,4604,4099,44,209,246,0,6,1975,547,1415
48245245 0087,0,245 0087,,2047,571,1327,98,38,0,13,666,550,114
48477477 0203,0,477 0203,,2282,1692,448,104,11,0,27,1188,347,826
48453453 0429,0,453 0429,,6399,2987,759,1821,794,0,38,2863,2350,463
48453453 0420,0,453 0420,,8281,1969,559,5190,514,0,49,816,678,114
48245245 0063,0,245 0063,,2267,153,2021,63,17,0,13,1044,1005,37
48453453 0349,0,453 0349,,4916,3707,96,973,135,0,5,2448,1382,1014
48453453 0424,0,453 0424,,5999,1772,674,3381,134,0,38,1620,1371,214
48245245 0008,0,245 0008,,1661,108,1471,66,4,0,12,470,450,19
48453453 0444,0,453 0444,,1859,1099,91,572,86,0,11,249,212,35
48453453 0457,0,453 0457,,1301,981,24,258,32,0,6,527,428,86
48339339 0003,0,339 0003,,7502,6776,62,591,73,0,0,3442,816,2602
48245245 0088,0,245 0088,,1430,911,347,84,78,0,10,546,313,229
48453453 0339,0,453 0339,,3088,2266,194,490,136,0,2,1353,886,442
48453453 0423,0,453 0423,,5472,723,547,4120,56,0,26,1111,928,174
48453453 0461,0,453 0461,,5265,3001,275,1713,258,0,18,1905,1540,313
48453453 0428,0,453 0428,,3809,153,691,2887,27,0,51,695,580,108
48209209 0443,0,209 0443,,11491,10468,57,709,255,0,2,5371,2091,3198
48453453 0422,0,453 0422,,4220,2463,180,1472,85,0,20,1610,1404,179
48209209 0337,0,209 0337,,9065,8470,36,410,149,0,0,4196,1693,2444
48201201 0747,0,201 0747,,5988,3899,627,1259,194,0,9,1919,950,951
48201201 0634,0,201 0634,,5038,3939,196,775,115,0,13,2124,816,1294
48201201 0482,0,201 0482,,6498,5162,295,784,251,0,6,2826,903,1894
48245245 0021,0,245 0021,,488,346,123,16,3,0,0,141,63,78
48015015 0103,0,015 0103,,1517,1300,104,102,11,0,0,791,123,654
48201201 0563,0,201 0563,,4892,4379,79,270,164,0,0,2219,523,1676
48209209 0226,0,209 0226,,5536,4476,104,845,105,0,6,2377,1035,1310
48291291 0022,0,291 0022,,4670,3281,503,804,80,0,2,1285,368,906
48361361 0020,0,361 0020,,2913,2743,7,123,40,0,0,725,123,594
48453453 0409,0,453 0409,,3024,1411,188,1289,116,0,20,1180,1014,139
48339339 0013,0,339 0013,,5772,5211,15,442,104,0,0,1869,273,1582
48453453 0435,0,453 0435,,7589,2495,606,3567,863,0,58,917,763,128
48361361 0011,0,361 0011,,1751,1422,163,128,38,0,0,309,109,193
48201201 0636,0,201 0636,,5110,4701,30,260,119,0,0,2378,361,1996
48021021 1013,0,021 1013,,5033,3011,995,925,80,0,22,1726,927,773
48339339 0049,0,339 0049,,4948,4353,87,321,177,0,10,1704,453,1240
48339339 0054,0,339 0054,,3906,3434,102,312,58,0,0,698,181,514
48245245 0099,0,245 0099,,1188,713,348,75,52,0,0,413,269,141
48339339 0006,0,339 0006,,3565,3155,160,175,75,0,0,1412,299,1103
48245245 0025,0,245 0025,,2709,2168,385,114,37,0,5,1227,314,905
48339339 0033,0,339 0033,,2810,2553,17,190,50,0,0,1239,305,922
48201201 0633,0,201 0633,,8143,6476,394,814,457,0,2,4153,1185,2952
48473473 0104,0,473 0104,,1318,597,432,252,28,0,9,485,217,265
48259259 03-3,0,259 03-3,,2847,2522,13,278,32,0,2,1367,252,1095
48021021 3005,0,021 3005,,5783,3347,369,1953,85,0,29,1990,948,998
48259259 06-3,0,259 06-3,,813,669,6,122,15,0,1,370,68,299
48361361 0021,0,361 0021,,546,469,3,56,18,0,0,157,34,120
48245245 0002,0,245 0002,,1796,699,892,158,40,0,7,593,428,162
48453453 0433,0,453 0433,,4754,2081,306,2206,129,0,32,1570,1275,268
48453453 0430,0,453 0430,,3999,1684,382,1722,186,0,25,946,818,109
48453453 0434,0,453 0434,,4566,1661,433,2176,276,0,20,973,809,141
48453453 0442,0,453 0442,,3044,1125,100,1736,78,0,5,887,774,92
48339339 0080,0,339 0080,,8540,6901,570,860,203,0,6,3615,889,2705
48339339 0061,0,339 0061,,6255,5510,105,413,219,0,8,2399,647,1735
48171171 0007,0,171 0007,,940,889,0,39,11,0,1,526,92,430
48339339 0014,0,339 0014,,6308,4539,112,1526,127,0,4,1661,378,1273
48339339 0048,0,339 0048,,4536,4104,41,214,177,0,0,1885,516,1347
48453453 0351,0,453 0351,,4192,2918,127,741,397,0,9,2050,1341,666
48453453 0401,0,453 0401,,2780,1547,165,993,67,0,8,1112,762,342
48453453 0303,0,453 0303,,3899,3286,27,484,97,0,5,1934,927,966
48245245 0003,0,245 0003,,4222,311,3658,196,43,0,14,1172,1106,65
48453453 0431A,0,453 0431A,,3030,1229,402,1038,336,0,25,910,755,130
48259259 05-4,0,259 05-4,,4733,3075,9,1550,83,0,16,1566,376,1170
48453453 0403,0,453 0403,,3528,1596,218,1639,56,0,19,829,479,335
48201201 0596,0,201 0596,,6094,4157,447,1201,259,0,30,1659,742,903
48021021 2003,0,021 2003,,4534,2953,683,830,50,0,18,1464,673,758
48265265 0303,0,265 0303,,645,605,0,40,0,0,0,367,62,299
48245245 0041,0,245 0041,,418,383,3,26,6,0,0,93,42,50
48265265 0320,0,265 0320,,492,457,0,34,1,0,0,266,56,209
48453453 0440,0,453 0440,,5200,2089,350,2434,286,0,41,1151,955,169
48245245 0026,0,245 0026,,2366,1832,258,129,145,0,2,1067,355,707
48453453 0454,0,453 0454,,3975,2592,143,1133,85,0,22,1480,953,491
48361361 0013,0,361 0013,,2600,2124,312,94,68,0,2,901,318,558
48287287 0202,0,287 0202,,2982,1991,289,660,35,0,7,1209,332,868
48453453 0412,0,453 0412,,959,105,31,806,17,0,0,42,34,6
48453453 0408,0,453 0408,,2875,1382,199,807,473,0,14,974,812,139
48453453 0301,0,453 0301,,826,632,17,113,63,0,1,338,175,154
48453453 0357,0,453 0357,,1996,1549,60,169,214,0,4,990,561,410
48453453 0431B,0,453 0431B,,503,154,89,212,43,0,5,148,124,21
48245245 0068,0,245 0068,,3399,2540,453,271,131,0,4,1532,563,956
48453453 0363,0,453 0363,,2521,1975,61,330,155,0,0,1266,646,593
48245245 0104,0,245 0104,,2343,1900,177,85,179,0,2,1433,340,1086
48453453 0464,0,453 0464,,3809,2434,90,1207,60,0,18,1393,1036,329
48201201 0114,0,201 0114,,4297,3614,327,280,75,0,1,2047,422,1615
48201201 0690,0,201 0690,,6208,5223,222,643,110,0,10,3123,687,2418
48453453 0425,0,453 0425,,2766,635,166,1890,51,0,24,208,158,47
48201201 0199,0,201 0199,,4928,4283,91,347,201,0,6,2151,518,1615
48201201 0469,0,201 0469,,5119,4561,94,311,151,0,2,2639,576,2047
48265265 0109,0,265 0109,,1730,1524,17,154,34,0,1,953,199,749
48021021 1001,0,021 1001,,5602,4338,483,588,184,0,9,2479,1034,1399
48015015 0206,0,015 0206,,785,695,49,27,14,0,0,395,86,306
48201201 0485,0,201 0485,,11137,8387,367,1959,411,0,13,5620,1447,4119
48291291 0006,0,291 0006,,1908,1633,98,128,49,0,0,518,103,408
48201201 0006,0,201 0006,,7093,5180,565,1149,188,0,11,2054,830,1199
48473473 0102,0,473 0102,,2061,740,903,399,18,0,1,830,487,337
48339339 0065,0,339 0065,,6371,5181,50,1042,97,0,1,2432,434,1984
48339339 0004,0,339 0004,,4494,3652,185,424,233,0,0,1290,457,814
48245245 0116,0,245 0116,,2437,1707,332,97,299,0,2,1528,508,1008
48453453 0446,0,453 0446,,3624,1641,157,1723,65,0,38,1105,813,258
48453453 0366,0,453 0366,,6783,5274,117,857,524,0,11,3668,2004,1616
48291291 0013,0,291 0013,,1161,1104,28,24,5,0,0,332,60,263
48453453 0436,0,453 0436,,3488,1180,199,1982,103,0,24,1062,795,241
48339339 0052,0,339 0052,,7889,6608,142,1017,119,0,3,1534,347,1170
48245245 0089,0,245 0089,,1106,571,380,96,57,0,2,330,219,110
48361361 0023,0,361 0023,,2767,2665,0,70,32,0,0,1282,204,1056
48265265 0406,0,265 0406,,5061,4341,27,596,87,0,10,2257,514,1716
48245245 0035,0,245 0035,,3516,1811,1108,549,33,0,15,432,91,340
48209209 0224,0,209 0224,,4662,3202,67,1250,142,0,1,2008,963,1019
48201201 0599,0,201 0599,,6353,3989,913,1034,411,0,6,2915,1855,1049
48245245 0038,0,245 0038,,2958,2790,19,114,36,0,-1,1494,344,1142
48245245 0071,0,245 0071,,580,540,8,24,8,0,0,221,46,171
48245245 0036,0,245 0036,,2476,2249,16,158,54,0,-1,932,218,703
48201201 0874,0,201 0874,,1958,1674,71,113,99,0,1,982,238,737
48201201 0514,0,201 0514,,6457,5270,265,606,315,0,1,2586,710,1854
48201201 0477,0,201 0477,,5061,4199,229,475,156,0,2,2100,547,1535
48245245 0037,0,245 0037,,3589,3324,16,169,80,0,0,1588,364,1196
48201201 0464,0,201 0464,,5639,4358,231,698,347,0,5,1466,452,1005
48201201 0853,0,201 0853,,4268,3810,120,185,153,0,0,2033,457,1559
48245245 0076,0,245 0076,,4273,906,2249,695,412,0,11,796,569,223
48361361 0022,0,361 0022,,1866,1761,0,77,28,0,0,657,122,527
48453453 0362,0,453 0362,,5073,3794,156,722,397,0,4,2204,1352,804
48453453 0441,0,453 0441,,3729,1364,195,2029,104,0,37,1163,867,265
48453453 0352,0,453 0352,,3975,2593,223,877,268,0,14,1694,1151,510
48453453 0460,0,453 0460,,2324,1393,110,714,93,0,14,821,611,193
48339339 0079,0,339 0079,,5019,4206,188,452,171,0,2,1517,417,1083
48245245 0065,0,245 0065,,2086,1899,60,58,69,0,0,1382,325,1049
48339339 0035,0,339 0035,,5458,3984,103,1123,235,0,13,1617,394,1204
48171171 0015,0,171 0015,,944,913,0,22,9,0,0,559,132,422
48339339 0067,0,339 0067,,5790,4943,129,434,282,0,2,1940,591,1325
48021021 2018,0,021 2018,,2426,2155,37,199,33,0,2,1077,437,610
48453453 0455,0,453 0455,,3939,2344,219,1219,141,0,16,1584,1100,460
48477477 0116,0,477 0116,,514,100,298,96,16,0,4,102,80,21
48361361 0012,0,361 0012,,2613,2364,60,134,53,0,2,763,189,563
48245245 0024,0,245 0024,,599,422,160,14,3,0,0,305,90,210
48021021 3019,0,021 3019,,4323,3076,264,864,108,0,11,1712,774,910
48453453 0452,0,453 0452,,9362,999,1394,6736,141,0,92,1060,862,178
48015015 0102,0,015 0102,,1168,783,222,130,22,0,11,563,169,387
48201201 0351,0,201 0351,,6540,5763,207,365,198,0,7,3388,739,2626
48245245 0083,0,245 0083,,1674,1537,37,73,27,0,0,725,139,579
48245245 0031,0,245 0031,,6647,2346,1995,2059,140,0,107,683,110,562
48015015 0208,0,015 0208,,901,816,26,45,15,0,-1,416,78,336
48201201 0648,0,201 0648,,4781,3676,349,348,407,0,1,2172,668,1493
48201201 0587,0,201 0587,,2991,1916,434,528,109,0,4,1127,636,483
48201201 0399,0,201 0399,,7976,4252,1321,1994,358,0,51,1495,687,799
48245245 0056,0,245 0056,,3935,3597,20,228,85,0,5,1985,412,1557
48201201 0121,0,201 0121,,1484,800,159,479,42,0,4,408,140,268
48201201 0632,0,201 0632,,2686,2337,86,163,99,0,1,1347,327,1010
48201201 0601,0,201 0601,,6216,5201,233,359,417,0,6,2968,745,2196
48245245 0004,0,245 0004,,1920,1761,61,61,37,0,0,1132,312,813
48339339 0032,0,339 0032,,5584,4459,217,626,273,0,9,1690,560,1112
48453453 0367A,0,453 0367A,,5731,4612,150,497,470,0,2,3165,1598,1531
48453453 0365,0,453 0365,,4497,2812,261,1084,330,0,10,2231,1281,921
48453453 0358,0,453 0358,,5581,3489,352,1559,166,0,15,2040,1414,582
48361361 0001,0,361 0001,,1043,937,48,33,25,0,0,178,59,115
48453453 0450,0,453 0450,,5973,1173,981,3619,140,0,60,1901,1500,373
48361361 0010,0,361 0010,,996,784,0,125,87,0,0,322,74,245
48291291 0004,0,291 0004,,920,635,109,170,5,0,1,342,75,265
48453453 0447,0,453 0447,,6964,2700,590,3377,239,0,58,1683,1246,406
48245245 0010,0,245 0010,,1907,480,901,493,26,0,7,407,332,73
48339339 0082,0,339 0082,,7580,6464,132,813,169,0,2,2825,656,2142
48245245 0007,0,245 0007,,2436,1306,725,350,52,0,3,853,443,400
48453453 0367C,0,453 0367C,,1596,1209,27,196,161,0,3,881,444,427
48453453 0340,0,453 0340,,4075,2565,232,1152,111,0,15,1608,1096,482
48021021 4006A,0,021 4006A,,1790,316,343,1055,42,0,34,453,230,211
48339339 0084,0,339 0084,,3463,2574,264,479,141,0,5,1040,346,681
48453453 0367B,0,453 0367B,,602,518,17,22,39,0,6,328,167,159
48453453 0449,0,453 0449,,2823,759,189,1825,44,0,6,777,578,183
48245245 0062,0,245 0062,,3754,3292,192,153,116,0,1,1872,478,1376
48473473 0206,0,473 0206,,2537,2029,38,419,50,0,1,1123,202,910
48453453 0251,0,453 0251,,4123,2256,80,401,1375,0,11,1445,998,408
48453453 0147,0,453 0147,,1925,1079,155,182,507,0,2,881,616,252
48453453 0261,0,453 0261,,3416,2399,65,331,611,0,10,1606,1145,424
48453453 0265,0,453 0265,,4902,3591,78,411,819,0,3,2140,1302,801
48477477 0327,0,477 0327,,2259,2007,39,194,19,0,0,1213,190,1008
48443443 0001,0,443 0001,,234,96,0,132,6,0,0,122,60,61
48453453 0129,0,453 0129,,6802,608,3618,2489,31,0,56,1733,1645,79
48287287 0404,0,287 0404,,1740,817,339,545,30,0,9,496,224,270
48339339 0069,0,339 0069,,6878,6060,57,462,299,0,0,2371,627,1726
48245245 0077,0,245 0077,,2703,315,2277,56,27,0,28,640,611,29
48453453 0126,0,453 0126,,3536,145,1991,1320,35,0,45,1051,973,56
48453453 0128,0,453 0128,,4866,513,2602,1609,93,0,49,1665,1574,76
48201201 0049,0,201 0049,,6185,3947,897,1191,134,0,16,1700,492,1195
48339339 0045,0,339 0045,,5224,4561,100,373,188,0,2,1716,380,1317
48453453 0458,0,453 0458,,4339,2837,253,1092,134,0,23,1898,1343,528
48209209 0449,0,209 0449,,2046,1611,4,391,39,0,1,611,240,358
48291291 0028,0,291 0028,,1999,1584,192,197,23,0,3,891,149,731
48245245 0073,0,245 0073,,3107,2619,223,113,151,0,1,1918,513,1397
48201201 0904,0,201 0904,,72,58,0,12,2,0,0,19,3,16
48245245 0086,0,245 0086,,1868,1296,318,140,112,0,2,777,329,444
48245245 0011,0,245 0011,,751,169,520,50,10,0,2,202,173,28
48339339 0046,0,339 0046,,14276,11897,419,1580,348,0,32,6092,1883,4160
48171171 0002,0,171 0002,,3290,2212,6,1027,35,0,10,1402,316,1062
48339339 0081,0,339 0081,,4843,4295,58,301,189,0,0,2197,581,1600
48453453 0124,0,453 0124,,3624,425,1680,1434,48,0,37,1211,1126,72
48453453 0270,0,453 0270,,1755,1248,103,256,146,0,2,789,566,209
48453453 0317,0,453 0317,,4358,3783,41,205,329,0,0,2110,1053,1018
48453453 0250,0,453 0250,,3627,2633,138,430,424,0,2,1947,1588,322
48287287 0101,0,287 0101,,3389,1856,370,1120,35,0,8,829,264,556
48477477 0115,0,477 0115,,630,540,54,31,5,0,0,335,54,278
48473473 0205,0,473 0205,,1174,980,27,145,23,0,-1,582,111,464
48171171 0011,0,171 0011,,1125,994,0,117,8,0,6,555,89,452
48339339 0074,0,339 0074,,7967,6793,103,948,123,0,0,3363,508,2825
48453453 0125,0,453 0125,,5557,219,2322,2938,41,0,37,1420,1306,91
48453453 0445,0,453 0445,,3685,2134,669,728,118,0,36,1479,1072,376
48245245 0006,0,245 0006,,2772,1093,1106,488,73,0,12,718,440,276
48031031 0402,0,031 0402,,1934,1554,40,295,44,0,1,1102,349,742
48339339 0068,0,339 0068,,5681,4766,230,509,174,0,2,2041,416,1604
48453453 0410,0,453 0410,,2617,1011,267,1241,88,0,10,868,646,205
48453453 0405,0,453 0405,,1124,444,46,617,16,0,1,260,156,101
48453453 0448C,0,453 0448C,,674,258,79,297,31,0,9,259,196,59
48453453 0451,0,453 0451,,3855,1480,311,1892,145,0,27,1022,749,249
48453453 0350,0,453 0350,,5950,3726,352,1546,312,0,14,2935,1945,932
48245245 0005,0,245 0005,,2408,1702,488,161,52,0,5,1081,536,539
48453453 0467,0,453 0467,,2803,1618,169,929,82,0,5,767,569,185
48245245 0078,0,245 0078,,3333,2195,713,204,208,0,13,1425,707,710
48453453 0453B,0,453 0453B,,4959,1998,525,2168,246,0,22,705,565,128
48477477 0205,0,477 0205,,2716,2378,165,115,49,0,9,1500,344,1143
48477477 0425,0,477 0425,,509,403,28,58,20,0,0,209,61,148
48245245 0013,0,245 0013,,735,35,675,14,2,0,9,281,272,9
48453453 0360,0,453 0360,,1444,1088,59,193,104,0,0,717,411,296
48245245 0016,0,245 0016,,1252,118,458,616,59,0,1,238,178,57
48453453 0304,0,453 0304,,3704,2861,110,303,430,0,0,1872,934,911
48453453 0443,0,453 0443,,8305,887,920,6290,172,0,36,874,698,162
48031031 0102,0,031 0102,,2268,1773,28,428,39,0,0,1032,265,760
48245245 0012,0,245 0012,,1297,132,1151,7,2,0,5,386,380,5
48245245 0084,0,245 0084,,2168,125,1897,130,16,0,0,837,808,25
48339339 0047,0,339 0047,,4070,3485,87,332,161,0,5,1297,430,847
48453453 0355,0,453 0355,,5548,3508,270,1454,287,0,29,2776,1798,920
48465465 0042,0,465 0042,,93,72,0,19,2,0,0,36,1,34
48021021 1014,0,021 1014,,5009,3270,1051,559,110,0,19,2239,1013,1182
48477477 0319,0,477 0319,,423,285,61,66,8,0,3,22,6,14
48245245 0079,0,245 0079,,2623,1769,565,99,188,0,2,1355,449,896
48453453 0302,0,453 0302,,4830,3929,91,609,196,0,5,2518,1231,1252
48477477 0406,0,477 0406,,3116,2440,331,269,72,0,4,1207,299,880
48339339 0028,0,339 0028,,5047,4324,27,637,50,0,9,1572,258,1300
48453453 0463,0,453 0463,,4233,1992,368,1687,166,0,20,1236,908,303
48477477 0414,0,477 0414,,1062,899,51,101,8,0,3,549,68,472
48245245 0027,0,245 0027,,2128,1610,288,169,61,0,0,864,400,460
48201201 0529,0,201 0529,,6677,5691,243,626,110,0,7,2370,415,1937
48361361 0024,0,361 0024,,2776,2577,16,99,84,0,0,802,136,650
48287287 0201,0,287 0201,,702,677,2,16,7,0,0,374,47,325
48245245 0085,0,245 0085,,1703,545,1007,124,25,0,2,769,677,90
48245245 0015,0,245 0015,,3457,348,1986,947,156,0,20,797,715,80
48453453 0413,0,453 0413,,885,486,44,317,27,0,11,413,266,136
48453453 0448A,0,453 0448A,,5139,1149,442,3357,143,0,48,1357,1023,314
48465465 0032,0,465 0032,,496,268,0,221,7,0,0,216,60,155
48171171 0006,0,171 0006,,898,677,2,214,5,0,0,361,64,294
48473473 0208,0,473 0208,,1996,1143,413,405,26,0,9,831,288,537
48477477 0413,0,477 0413,,915,832,11,70,3,0,-1,479,60,418
48361361 0028,0,361 0028,,2565,2442,7,75,35,0,6,1396,250,1131
48149149 0008,0,149 0008,,488,423,22,39,4,0,0,251,44,204
48291291 0036,0,291 0036,,39,39,0,0,0,0,0,0,0,0
48245245 0014,0,245 0014,,3115,276,2227,398,201,0,13,884,830,51
48453453 0456,0,453 0456,,2624,1163,229,1073,142,0,17,903,658,228
48453453 0466,0,453 0466,,2244,1132,140,843,127,0,2,764,558,191
48453453 0356,0,453 0356,,1564,940,97,441,85,0,1,713,478,223
48453453 0402,0,453 0402,,6479,2207,339,3579,306,0,48,1575,1117,442
48291291 0035,0,291 0035,,0,0,0,0,0,0,0,0,0,0
48361361 0026,0,361 0026,,3194,3051,2,88,52,0,1,1201,271,905
48201201 0758,0,201 0758,,4662,4068,69,269,253,0,3,2456,550,1893
48291291 0018,0,291 0018,,2215,647,1414,121,25,0,8,681,527,153
48291291 0010,0,291 0010,,3320,2587,375,284,68,0,6,1087,255,824
48453453 0309,0,453 0309,,5749,3675,268,1623,157,0,26,2836,1782,993
48477477 0208,0,477 0208,,1207,917,148,119,23,0,0,560,121,430
48361361 0019,0,361 0019,,3638,3471,1,100,66,0,0,869,181,670
48339339 0029,0,339 0029,,8330,7676,109,408,133,0,4,3484,557,2907
48453453 0427,0,453 0427,,3718,307,506,2829,32,0,44,774,665,92
48361361 0007,0,361 0007,,2619,2193,262,87,76,0,1,1116,308,799
48453453 0347,0,453 0347,,4480,3918,13,299,247,0,3,1842,1077,741
48453453 0426,0,453 0426,,5829,338,288,5124,59,0,20,1360,1193,148
48339339 0071,0,339 0071,,6598,5655,91,500,352,0,0,3008,773,2210
48453453 0300,0,453 0300,,13,13,0,0,0,0,0,5,3,2
48339339 0053,0,339 0053,,5163,4523,124,396,120,0,0,1678,305,1364
48453453 0354,0,453 0354,,2869,2469,23,242,134,0,1,1399,785,588
48339339 0024,0,339 0024,,2677,1985,416,203,72,0,1,653,219,430
48473473 0101,0,473 0101,,2736,1292,656,763,22,0,3,1070,378,688
48201201 0552,0,201 0552,,4976,4617,35,240,81,0,3,2599,448,2128
48245245 0017,0,245 0017,,3132,2188,641,213,89,0,1,1489,690,789
48291291 0011,0,291 0011,,1259,688,466,50,50,0,5,479,304,173
48245245 0067,0,245 0067,,7880,1961,4952,808,125,0,34,1619,1401,212
48453453 0453A,0,453 0453A,,3418,935,300,2065,85,0,33,381,311,67
48209209 0442,0,209 0442,,2858,2585,32,188,50,0,3,1311,571,715
48245245 0020,0,245 0020,,2982,646,1968,277,73,0,18,761,676,82
48201201 0110,0,201 0110,,9466,7313,990,854,291,0,18,4678,1922,2731
48477477 0428,0,477 0428,,551,408,106,35,2,0,0,14,4,10
48245245 0090,0,245 0090,,437,343,46,40,5,0,3,239,132,106
48245245 0019,0,245 0019,,3345,471,2423,340,91,0,20,944,839,104
48201201 0452,0,201 0452,,5350,4470,93,675,99,0,13,1670,449,1212
48453453 0448B,0,453 0448B,,27,19,2,7,0,0,-1,7,6,1
48453453 0414,0,453 0414,,1233,575,108,479,59,0,12,607,438,158
48339339 0037,0,339 0037,,6400,5411,103,729,154,0,3,2426,653,1756
48453453 0323,0,453 0323,,3298,1850,183,1111,130,0,24,1623,1070,531
48245245 0039,0,245 0039,,3434,60,3321,20,11,0,22,1407,1394,13
48265265 0410,0,265 0410,,594,519,7,63,6,0,-1,314,35,278
48137137 0004,0,137 0004,,486,151,0,323,5,0,7,254,100,153
48465465 0020,0,465 0020,,240,199,0,37,4,0,0,121,25,95
48201201 0804,0,201 0804,,10111,5795,749,2885,653,0,29,4508,2093,2376
48209209 0336,0,209 0336,,4612,3535,95,856,110,0,16,1857,965,859
48201201 0270,0,201 0270,,4522,2678,217,1435,191,0,1,1499,609,867
48149149 0026,0,149 0026,,728,579,137,10,0,0,2,409,135,270
48201201 0117,0,201 0117,,7277,1991,731,4343,175,0,37,918,483,423
48201201 0448,0,201 0448,,3161,2471,40,588,62,0,0,1311,550,736
48015015 0314,0,015 0314,,3512,1946,624,895,46,0,1,1190,378,805
48201201 0192,0,201 0192,,4106,168,2537,1368,22,0,11,1173,1139,32
48015015 0312,0,015 0312,,727,677,16,33,1,0,0,370,46,320
48091091 0105,0,091 0105,,5824,5189,16,548,72,0,-1,2380,601,1734
48201201 0603,0,201 0603,,5674,3963,397,1100,208,0,6,2209,798,1391
48209209 0114,0,209 0114,,4113,1997,228,1729,143,0,16,786,546,220
48201201 0189,0,201 0189,,2912,1890,46,909,63,0,4,1058,509,537
48201201 0245,0,201 0245,,2017,1519,35,399,52,0,12,757,331,417
48201201 0244,0,201 0244,,2561,1936,25,562,38,0,0,1029,440,584
48209209 0334,0,209 0334,,6565,4792,200,1276,263,0,34,2578,1506,1025
48201201 0543,0,201 0543,,5485,721,75,4644,26,0,19,642,405,235
48201201 0778,0,201 0778,,0,0,0,0,0,0,0,3,2,1
48473473 0418,0,473 0418,,1717,1477,37,177,24,0,2,970,124,842
48201201 0610,0,201 0610,,12579,1827,406,10022,286,0,38,883,439,439
48201201 0264,0,201 0264,,2374,1636,20,618,89,0,11,533,224,307
48201201 0478,0,201 0478,,6073,4882,226,526,438,0,1,2753,878,1853
48245245 0047,0,245 0047,,2539,1153,552,621,204,0,9,641,412,225
48245245 0046,0,245 0046,,2752,1191,532,800,215,0,14,709,445,255
48201201 0363,0,201 0363,,8830,4330,2610,1681,181,0,28,2059,1078,970
48201201 0589,0,201 0589,,2624,1920,177,436,81,0,10,497,200,292
48245245 0048,0,245 0048,,3184,640,857,1482,201,0,4,536,412,123
48021021 2012,0,021 2012,,2697,2230,174,247,41,0,5,945,358,568
48245245 0093,0,245 0093,,1848,547,580,589,118,0,14,435,333,101
48201201 0688,0,201 0688,,11044,9825,202,548,455,0,14,5990,1373,4588
48201201 0113,0,201 0113,,4275,3276,264,411,318,0,6,1765,694,1057
48015015 0207,0,015 0207,,547,491,4,46,5,0,1,267,37,229
48201201 0660,0,201 0660,,8688,1565,4914,1464,697,0,48,3294,2953,336
48055055 0303,0,055 0303,,1385,766,37,548,33,0,1,424,170,244
48201201 0602,0,201 0602,,1635,1300,100,177,58,0,0,794,239,551
48291291 0024,0,291 0024,,2638,2387,67,148,36,0,0,737,158,571
48021021 3010,0,021 3010,,2334,2010,76,219,28,0,1,890,341,527
48201201 0592,0,201 0592,,4301,565,713,2347,662,0,14,650,443,207
48201201 0621,0,201 0621,,642,441,47,114,40,0,0,163,76,84
48201201 0173,0,201 0173,,4216,780,138,3050,223,0,25,537,226,307
48201201 0737,0,201 0737,,4853,870,526,3083,347,0,27,615,257,350
48201201 0310,0,201 0310,,2597,1980,84,338,193,0,2,1041,348,685
48055055 0106,0,055 0106,,140,56,0,82,2,0,0,65,49,16
48201201 0407,0,201 0407,,5439,3411,192,1036,777,0,23,1736,562,1156
48055055 0400,0,055 0400,,651,294,35,310,6,0,6,149,74,70
48201201 0250,0,201 0250,,1791,79,1607,90,9,0,6,580,565,15
48201201 0738,0,201 0738,,6624,3575,275,1842,911,0,21,1558,627,917
48209209 0330,0,209 0330,,4355,3050,118,1070,114,0,3,1769,1028,693
48019019 0410,0,019 0410,,684,619,0,53,12,0,0,351,59,287
48201201 0456,0,201 0456,,5784,3461,796,1263,251,0,13,1663,714,932
48055055 0100,0,055 0100,,1019,454,26,526,13,0,0,331,186,141
48019019 0306,0,019 0306,,1881,1660,24,156,39,0,2,917,173,732
48055055 0103,0,055 0103,,2649,1727,97,778,42,0,5,1334,595,721
48201201 0195,0,201 0195,,3261,41,2866,329,7,0,18,1071,1056,11
48201201 0825,0,201 0825,,95,49,12,23,11,0,0,28,13,15
48055055 0104,0,055 0104,,636,427,33,162,14,0,0,246,74,170
48209209 0116,0,209 0116,,2537,1119,90,1287,32,0,9,746,368,371
48201201 0446,0,201 0446,,1585,239,23,1305,19,0,-1,100,46,54
48245245 0030,0,245 0030,,1666,1556,16,80,14,0,0,742,141,587
48245245 0096,0,245 0096,,951,390,295,191,73,0,2,313,216,97
48245245 0105,0,245 0105,,1,1,0,0,0,0,0,1,0,1
48201201 0516,0,201 0516,,7862,4648,927,1309,965,0,13,2867,1264,1579
